"Plot","SubPlot","Herbivory","yr","uidplot","taxa","cover"
"1",1,"Control","2018","Control1","Poa lanuginosa",1
"1",1,"Control","2018","Control1","Vicia pampicola",0
"2",1,"Control","2018","Control2","Sporobolus rigens",6
"2",1,"Control","2018","Control2","Noticastrum sericeum",0
"2",1,"Control","2018","Control2","Panicum urvilleanum",0
"2",1,"Control","2018","Control2","Hoffmannseggia trifoliata",0
"2",1,"Control","2018","Control2","Plantago patagonica",1
"2",1,"Control","2018","Control2","Nassella tenuis",15
"2",1,"Control","2018","Control2","Poa lanuginosa",0
"2",1,"Control","2018","Control2","Vicia pampicola",0
"2",3,"Exclosure","2018","Exclosure2","Sporobolus rigens",3
"2",3,"Exclosure","2018","Exclosure2","Noticastrum sericeum",2
"2",3,"Exclosure","2018","Exclosure2","Panicum urvilleanum",1
"2",3,"Exclosure","2018","Exclosure2","Hoffmannseggia trifoliata",0
"2",3,"Exclosure","2018","Exclosure2","Plantago patagonica",0
"2",3,"Exclosure","2018","Exclosure2","Nassella tenuis",30
"2",3,"Exclosure","2018","Exclosure2","Poa lanuginosa",3
"2",3,"Exclosure","2018","Exclosure2","Vicia pampicola",5
"2",4,"Partial","2018","Partial2","Sporobolus rigens",3
"2",4,"Partial","2018","Partial2","Noticastrum sericeum",2
"2",4,"Partial","2018","Partial2","Panicum urvilleanum",5
"2",4,"Partial","2018","Partial2","Hoffmannseggia trifoliata",0
"2",4,"Partial","2018","Partial2","Plantago patagonica",5
"2",4,"Partial","2018","Partial2","Nassella tenuis",25
"2",4,"Partial","2018","Partial2","Poa lanuginosa",1
"2",4,"Partial","2018","Partial2","Vicia pampicola",2
"4",3,"Exclosure","2018","Exclosure4","Sporobolus rigens",5
"4",3,"Exclosure","2018","Exclosure4","Noticastrum sericeum",0
"4",3,"Exclosure","2018","Exclosure4","Panicum urvilleanum",0
"4",3,"Exclosure","2018","Exclosure4","Hoffmannseggia trifoliata",0
"4",3,"Exclosure","2018","Exclosure4","Plantago patagonica",8
"4",3,"Exclosure","2018","Exclosure4","Nassella tenuis",20
"4",3,"Exclosure","2018","Exclosure4","Poa lanuginosa",2
"4",3,"Exclosure","2018","Exclosure4","Vicia pampicola",0
"4",4,"Partial","2018","Partial4","Sporobolus rigens",2
"4",4,"Partial","2018","Partial4","Noticastrum sericeum",1
"4",4,"Partial","2018","Partial4","Panicum urvilleanum",1
"4",4,"Partial","2018","Partial4","Hoffmannseggia trifoliata",0
"4",4,"Partial","2018","Partial4","Plantago patagonica",5
"4",4,"Partial","2018","Partial4","Nassella tenuis",15
"4",4,"Partial","2018","Partial4","Poa lanuginosa",0
"4",4,"Partial","2018","Partial4","Vicia pampicola",0
"4",1,"Control","2018","Control4","Sporobolus rigens",7
"4",1,"Control","2018","Control4","Noticastrum sericeum",2
"4",1,"Control","2018","Control4","Panicum urvilleanum",0
"4",1,"Control","2018","Control4","Hoffmannseggia trifoliata",0
"4",1,"Control","2018","Control4","Plantago patagonica",0
"4",1,"Control","2018","Control4","Nassella tenuis",10
"4",1,"Control","2018","Control4","Poa lanuginosa",1
"4",1,"Control","2018","Control4","Vicia pampicola",0
"3",3,"Exclosure","2018","Exclosure3","Sporobolus rigens",2
"3",3,"Exclosure","2018","Exclosure3","Noticastrum sericeum",3
"3",3,"Exclosure","2018","Exclosure3","Panicum urvilleanum",4
"3",3,"Exclosure","2018","Exclosure3","Hoffmannseggia trifoliata",0
"3",3,"Exclosure","2018","Exclosure3","Plantago patagonica",1
"3",3,"Exclosure","2018","Exclosure3","Nassella tenuis",10
"3",3,"Exclosure","2018","Exclosure3","Poa lanuginosa",0
"3",3,"Exclosure","2018","Exclosure3","Vicia pampicola",7
"3",4,"Partial","2018","Partial3","Sporobolus rigens",0
"3",4,"Partial","2018","Partial3","Noticastrum sericeum",3
"3",4,"Partial","2018","Partial3","Panicum urvilleanum",7
"3",4,"Partial","2018","Partial3","Hoffmannseggia trifoliata",0
"3",4,"Partial","2018","Partial3","Plantago patagonica",0
"3",4,"Partial","2018","Partial3","Nassella tenuis",12
"3",4,"Partial","2018","Partial3","Poa lanuginosa",0
"3",4,"Partial","2018","Partial3","Vicia pampicola",0
"3",1,"Control","2018","Control3","Sporobolus rigens",2
"3",1,"Control","2018","Control3","Noticastrum sericeum",1
"3",1,"Control","2018","Control3","Panicum urvilleanum",0
"3",1,"Control","2018","Control3","Hoffmannseggia trifoliata",0
"3",1,"Control","2018","Control3","Plantago patagonica",0
"3",1,"Control","2018","Control3","Nassella tenuis",15
"3",1,"Control","2018","Control3","Poa lanuginosa",0
"3",1,"Control","2018","Control3","Vicia pampicola",0
"5",3,"Exclosure","2018","Exclosure5","Sporobolus rigens",3
"5",3,"Exclosure","2018","Exclosure5","Noticastrum sericeum",5
"5",3,"Exclosure","2018","Exclosure5","Panicum urvilleanum",0
"5",3,"Exclosure","2018","Exclosure5","Hoffmannseggia trifoliata",0
"5",3,"Exclosure","2018","Exclosure5","Plantago patagonica",0
"5",3,"Exclosure","2018","Exclosure5","Nassella tenuis",35
"5",3,"Exclosure","2018","Exclosure5","Poa lanuginosa",3
"5",3,"Exclosure","2018","Exclosure5","Vicia pampicola",0
"5",4,"Partial","2018","Partial5","Sporobolus rigens",1
"5",4,"Partial","2018","Partial5","Noticastrum sericeum",2
"5",4,"Partial","2018","Partial5","Panicum urvilleanum",0
"5",4,"Partial","2018","Partial5","Hoffmannseggia trifoliata",0
"5",4,"Partial","2018","Partial5","Plantago patagonica",0
"5",4,"Partial","2018","Partial5","Nassella tenuis",30
"5",4,"Partial","2018","Partial5","Poa lanuginosa",0
"5",4,"Partial","2018","Partial5","Vicia pampicola",0
"5",1,"Control","2018","Control5","Sporobolus rigens",2
"5",1,"Control","2018","Control5","Noticastrum sericeum",0
"5",1,"Control","2018","Control5","Panicum urvilleanum",0
"5",1,"Control","2018","Control5","Hoffmannseggia trifoliata",0
"5",1,"Control","2018","Control5","Plantago patagonica",0
"5",1,"Control","2018","Control5","Nassella tenuis",7
"5",1,"Control","2018","Control5","Poa lanuginosa",2
"5",1,"Control","2018","Control5","Vicia pampicola",0
"6",3,"Exclosure","2018","Exclosure6","Sporobolus rigens",3
"6",3,"Exclosure","2018","Exclosure6","Noticastrum sericeum",4
"6",3,"Exclosure","2018","Exclosure6","Panicum urvilleanum",0
"6",3,"Exclosure","2018","Exclosure6","Hoffmannseggia trifoliata",2
"6",3,"Exclosure","2018","Exclosure6","Plantago patagonica",0
"6",3,"Exclosure","2018","Exclosure6","Nassella tenuis",6
"6",3,"Exclosure","2018","Exclosure6","Poa lanuginosa",3
"6",3,"Exclosure","2018","Exclosure6","Vicia pampicola",0
"6",4,"Partial","2018","Partial6","Sporobolus rigens",2
"6",4,"Partial","2018","Partial6","Noticastrum sericeum",0
"6",4,"Partial","2018","Partial6","Panicum urvilleanum",0
"6",4,"Partial","2018","Partial6","Hoffmannseggia trifoliata",0
"6",4,"Partial","2018","Partial6","Plantago patagonica",0
"6",4,"Partial","2018","Partial6","Nassella tenuis",5
"6",4,"Partial","2018","Partial6","Poa lanuginosa",1
"6",4,"Partial","2018","Partial6","Vicia pampicola",0
"6",1,"Control","2018","Control6","Sporobolus rigens",1
"6",1,"Control","2018","Control6","Noticastrum sericeum",0
"6",1,"Control","2018","Control6","Panicum urvilleanum",0
"6",1,"Control","2018","Control6","Hoffmannseggia trifoliata",0
"6",1,"Control","2018","Control6","Plantago patagonica",1
"6",1,"Control","2018","Control6","Nassella tenuis",10
"6",1,"Control","2018","Control6","Poa lanuginosa",0
"6",1,"Control","2018","Control6","Vicia pampicola",0
"1",4,"Partial","2019","Partial1","Sporobolus rigens",1
"1",4,"Partial","2019","Partial1","Noticastrum sericeum",1
"1",4,"Partial","2019","Partial1","Panicum urvilleanum",1
"1",4,"Partial","2019","Partial1","Hoffmannseggia trifoliata",0
"1",4,"Partial","2019","Partial1","Plantago patagonica",0
"1",4,"Partial","2019","Partial1","Nassella tenuis",37
"1",4,"Partial","2019","Partial1","Poa lanuginosa",0
"1",4,"Partial","2019","Partial1","Vicia pampicola",0
"1",3,"Exclosure","2019","Exclosure1","Sporobolus rigens",2
"1",3,"Exclosure","2019","Exclosure1","Noticastrum sericeum",1
"1",3,"Exclosure","2019","Exclosure1","Panicum urvilleanum",2
"1",3,"Exclosure","2019","Exclosure1","Hoffmannseggia trifoliata",0
"1",3,"Exclosure","2019","Exclosure1","Plantago patagonica",0
"1",3,"Exclosure","2019","Exclosure1","Nassella tenuis",50
"1",3,"Exclosure","2019","Exclosure1","Poa lanuginosa",0
"1",3,"Exclosure","2019","Exclosure1","Vicia pampicola",0
"1",1,"Control","2019","Control1","Sporobolus rigens",6
"1",1,"Control","2019","Control1","Noticastrum sericeum",1
"1",1,"Control","2019","Control1","Panicum urvilleanum",1
"1",1,"Control","2019","Control1","Hoffmannseggia trifoliata",0
"1",1,"Control","2019","Control1","Plantago patagonica",0
"1",1,"Control","2019","Control1","Nassella tenuis",16
"1",1,"Control","2019","Control1","Poa lanuginosa",0
"1",1,"Control","2019","Control1","Vicia pampicola",0
"2",1,"Control","2019","Control2","Sporobolus rigens",4
"2",1,"Control","2019","Control2","Noticastrum sericeum",0
"2",1,"Control","2019","Control2","Panicum urvilleanum",1
"2",1,"Control","2019","Control2","Hoffmannseggia trifoliata",0
"2",1,"Control","2019","Control2","Plantago patagonica",1
"2",1,"Control","2019","Control2","Nassella tenuis",15
"2",1,"Control","2019","Control2","Poa lanuginosa",1
"2",1,"Control","2019","Control2","Vicia pampicola",0
"2",3,"Exclosure","2019","Exclosure2","Sporobolus rigens",2
"2",3,"Exclosure","2019","Exclosure2","Noticastrum sericeum",2
"2",3,"Exclosure","2019","Exclosure2","Panicum urvilleanum",1
"2",3,"Exclosure","2019","Exclosure2","Hoffmannseggia trifoliata",0
"2",3,"Exclosure","2019","Exclosure2","Plantago patagonica",0
"2",3,"Exclosure","2019","Exclosure2","Nassella tenuis",35
"2",3,"Exclosure","2019","Exclosure2","Poa lanuginosa",1
"2",3,"Exclosure","2019","Exclosure2","Vicia pampicola",2
"2",4,"Partial","2019","Partial2","Sporobolus rigens",3
"2",4,"Partial","2019","Partial2","Noticastrum sericeum",2
"2",4,"Partial","2019","Partial2","Panicum urvilleanum",3
"2",4,"Partial","2019","Partial2","Hoffmannseggia trifoliata",0
"2",4,"Partial","2019","Partial2","Plantago patagonica",4
"2",4,"Partial","2019","Partial2","Nassella tenuis",25
"2",4,"Partial","2019","Partial2","Poa lanuginosa",0
"2",4,"Partial","2019","Partial2","Vicia pampicola",0
"4",3,"Exclosure","2019","Exclosure4","Sporobolus rigens",8
"4",3,"Exclosure","2019","Exclosure4","Noticastrum sericeum",0
"4",3,"Exclosure","2019","Exclosure4","Panicum urvilleanum",0
"4",3,"Exclosure","2019","Exclosure4","Hoffmannseggia trifoliata",0
"4",3,"Exclosure","2019","Exclosure4","Plantago patagonica",40
"4",3,"Exclosure","2019","Exclosure4","Nassella tenuis",25
"4",3,"Exclosure","2019","Exclosure4","Poa lanuginosa",0
"4",3,"Exclosure","2019","Exclosure4","Vicia pampicola",0
"4",4,"Partial","2019","Partial4","Sporobolus rigens",2
"4",4,"Partial","2019","Partial4","Noticastrum sericeum",1
"4",4,"Partial","2019","Partial4","Panicum urvilleanum",1
"4",4,"Partial","2019","Partial4","Hoffmannseggia trifoliata",0
"4",4,"Partial","2019","Partial4","Plantago patagonica",30
"4",4,"Partial","2019","Partial4","Nassella tenuis",15
"4",4,"Partial","2019","Partial4","Poa lanuginosa",0
"4",4,"Partial","2019","Partial4","Vicia pampicola",0
"4",1,"Control","2019","Control4","Sporobolus rigens",20
"4",1,"Control","2019","Control4","Noticastrum sericeum",1
"4",1,"Control","2019","Control4","Panicum urvilleanum",0
"4",1,"Control","2019","Control4","Hoffmannseggia trifoliata",0
"4",1,"Control","2019","Control4","Plantago patagonica",0
"4",1,"Control","2019","Control4","Nassella tenuis",10
"4",1,"Control","2019","Control4","Poa lanuginosa",0
"4",1,"Control","2019","Control4","Vicia pampicola",0
"3",3,"Exclosure","2019","Exclosure3","Sporobolus rigens",1
"3",3,"Exclosure","2019","Exclosure3","Noticastrum sericeum",1
"3",3,"Exclosure","2019","Exclosure3","Panicum urvilleanum",2
"3",3,"Exclosure","2019","Exclosure3","Hoffmannseggia trifoliata",0
"3",3,"Exclosure","2019","Exclosure3","Plantago patagonica",1
"3",3,"Exclosure","2019","Exclosure3","Nassella tenuis",3
"3",3,"Exclosure","2019","Exclosure3","Poa lanuginosa",0
"3",3,"Exclosure","2019","Exclosure3","Vicia pampicola",0
"3",4,"Partial","2019","Partial3","Sporobolus rigens",0
"3",4,"Partial","2019","Partial3","Noticastrum sericeum",4
"3",4,"Partial","2019","Partial3","Panicum urvilleanum",7
"3",4,"Partial","2019","Partial3","Hoffmannseggia trifoliata",0
"3",4,"Partial","2019","Partial3","Plantago patagonica",1
"3",4,"Partial","2019","Partial3","Nassella tenuis",12
"3",4,"Partial","2019","Partial3","Poa lanuginosa",0
"3",4,"Partial","2019","Partial3","Vicia pampicola",0
"3",1,"Control","2019","Control3","Sporobolus rigens",2
"3",1,"Control","2019","Control3","Noticastrum sericeum",1
"3",1,"Control","2019","Control3","Panicum urvilleanum",0
"3",1,"Control","2019","Control3","Hoffmannseggia trifoliata",0
"3",1,"Control","2019","Control3","Plantago patagonica",1
"3",1,"Control","2019","Control3","Nassella tenuis",25
"3",1,"Control","2019","Control3","Poa lanuginosa",0
"3",1,"Control","2019","Control3","Vicia pampicola",0
"5",3,"Exclosure","2019","Exclosure5","Sporobolus rigens",3
"5",3,"Exclosure","2019","Exclosure5","Noticastrum sericeum",5
"5",3,"Exclosure","2019","Exclosure5","Panicum urvilleanum",0
"5",3,"Exclosure","2019","Exclosure5","Hoffmannseggia trifoliata",0
"5",3,"Exclosure","2019","Exclosure5","Plantago patagonica",0
"5",3,"Exclosure","2019","Exclosure5","Nassella tenuis",35
"5",3,"Exclosure","2019","Exclosure5","Poa lanuginosa",1
"5",3,"Exclosure","2019","Exclosure5","Vicia pampicola",0
"5",4,"Partial","2019","Partial5","Sporobolus rigens",1
"5",4,"Partial","2019","Partial5","Noticastrum sericeum",1
"5",4,"Partial","2019","Partial5","Panicum urvilleanum",0
"5",4,"Partial","2019","Partial5","Hoffmannseggia trifoliata",0
"5",4,"Partial","2019","Partial5","Plantago patagonica",0
"5",4,"Partial","2019","Partial5","Nassella tenuis",35
"5",4,"Partial","2019","Partial5","Poa lanuginosa",0
"5",4,"Partial","2019","Partial5","Vicia pampicola",0
"5",1,"Control","2019","Control5","Sporobolus rigens",2
"5",1,"Control","2019","Control5","Noticastrum sericeum",0
"5",1,"Control","2019","Control5","Panicum urvilleanum",0
"5",1,"Control","2019","Control5","Hoffmannseggia trifoliata",0
"5",1,"Control","2019","Control5","Plantago patagonica",0
"5",1,"Control","2019","Control5","Nassella tenuis",10
"5",1,"Control","2019","Control5","Poa lanuginosa",1
"5",1,"Control","2019","Control5","Vicia pampicola",0
"6",3,"Exclosure","2019","Exclosure6","Sporobolus rigens",5
"6",3,"Exclosure","2019","Exclosure6","Noticastrum sericeum",5
"6",3,"Exclosure","2019","Exclosure6","Panicum urvilleanum",0
"6",3,"Exclosure","2019","Exclosure6","Hoffmannseggia trifoliata",3
"6",3,"Exclosure","2019","Exclosure6","Plantago patagonica",1
"6",3,"Exclosure","2019","Exclosure6","Nassella tenuis",35
"6",3,"Exclosure","2019","Exclosure6","Poa lanuginosa",1
"6",3,"Exclosure","2019","Exclosure6","Vicia pampicola",0
"6",4,"Partial","2019","Partial6","Sporobolus rigens",10
"6",4,"Partial","2019","Partial6","Noticastrum sericeum",1
"6",4,"Partial","2019","Partial6","Panicum urvilleanum",0
"6",4,"Partial","2019","Partial6","Hoffmannseggia trifoliata",0
"6",4,"Partial","2019","Partial6","Plantago patagonica",1
"6",4,"Partial","2019","Partial6","Nassella tenuis",15
"6",4,"Partial","2019","Partial6","Poa lanuginosa",1
"6",4,"Partial","2019","Partial6","Vicia pampicola",0
"6",1,"Control","2019","Control6","Sporobolus rigens",3
"6",1,"Control","2019","Control6","Noticastrum sericeum",1
"6",1,"Control","2019","Control6","Panicum urvilleanum",0
"6",1,"Control","2019","Control6","Hoffmannseggia trifoliata",0
"6",1,"Control","2019","Control6","Plantago patagonica",1
"6",1,"Control","2019","Control6","Nassella tenuis",12
"6",1,"Control","2019","Control6","Poa lanuginosa",0
"6",1,"Control","2019","Control6","Vicia pampicola",0
"1",4,"Partial","2020","Partial1","Sporobolus rigens",1
"1",4,"Partial","2020","Partial1","Noticastrum sericeum",1
"1",4,"Partial","2020","Partial1","Panicum urvilleanum",3
"1",4,"Partial","2020","Partial1","Hoffmannseggia trifoliata",0
"1",4,"Partial","2020","Partial1","Plantago patagonica",0
"1",4,"Partial","2020","Partial1","Nassella tenuis",25
"1",4,"Partial","2020","Partial1","Poa lanuginosa",1
"1",4,"Partial","2020","Partial1","Vicia pampicola",0
"1",3,"Exclosure","2020","Exclosure1","Sporobolus rigens",2
"1",3,"Exclosure","2020","Exclosure1","Noticastrum sericeum",1
"1",3,"Exclosure","2020","Exclosure1","Panicum urvilleanum",2
"1",3,"Exclosure","2020","Exclosure1","Hoffmannseggia trifoliata",0
"1",3,"Exclosure","2020","Exclosure1","Plantago patagonica",1
"1",3,"Exclosure","2020","Exclosure1","Nassella tenuis",30
